"","Mmus_C57-6T_LVR_BSL_Rep1_B1","Mmus_C57-6T_LVR_BSL_Rep2_B2","Mmus_C57-6T_LVR_BSL_Rep3_B3","Mmus_C57-6T_LVR_GC_Rep1_G2","Mmus_C57-6T_LVR_GC_Rep2_G3","Mmus_C57-6T_LVR_GC_Rep3_G5","Mmus_C57-6T_LVR_FLT_Rep1_F1","Mmus_C57-6T_LVR_FLT_Rep2_F2","Mmus_C57-6T_LVR_FLT_Rep3_F4"
"ENSMUSG00000000439",563.369740638136,390.513207620418,351.752837256872,472.454317899034,380.964520439316,370.025501405482,488.899453079926,533.599353583702,409.079544878497
"ENSMUSG00000000440",153.194261693935,193.696314140486,108.90260683632,304.656924153196,219.134073969324,244.373829018127,348.105635517143,275.225343150537,373.674956805585
"ENSMUSG00000000441",2079.26584619691,1994.40126066826,2141.25776162963,2085.68136856768,1822.71238100541,2365.40320821482,2385.48019641767,2183.62770180052,2267.78750449808
"ENSMUSG00000000486",84.3474105178955,105.410991558582,87.2397679270312,57.1499749703722,81.4637149431182,152.003954660902,91.0417947729274,40.3964984128289,46.796366649464
"ENSMUSG00000000489",59.3221881493241,57.9348594363406,46.2758360136996,37.6813229119354,36.0501936757317,71.1824459571821,76.4853387042703,31.3074196632012,52.0490484889422
"ENSMUSG00000000530",82.6147281006142,102.887351891387,85.8888311559443,38.601558835513,115.389801959366,76.2046447737389,152.37528432045,49.2256332504191,75.4377747062935
"ENSMUSG00000000531",66.4285322343303,43.763479174927,52.3165710579189,51.3091960187814,67.9605819125686,38.6421067035889,47.85916557969,55.2634871388523,52.6220290537827
"ENSMUSG00000000532",312.421499703354,463.321768069064,390.835321366147,430.594558298861,373.782972051955,364.853156564415,507.306845063814,405.634863373938,362.614394129856
"ENSMUSG00000000538",772.129252362975,727.762717583102,876.830340586833,536.218651246556,831.639791934732,1269.19240965192,1093.71295043674,871.443531466771,843.354317745145
"ENSMUSG00000000552",286.907828106896,393.861676350762,352.037486417644,338.49842063252,376.809433422555,681.397965878232,540.916173431675,506.909269855976,506.783528149602
"ENSMUSG00000000555",675.152927998745,806.94243845568,1041.93575096931,553.249868008787,485.786835562032,673.776603322952,744.232699938353,533.304751871279,539.695669933005
"ENSMUSG00000000561",744.78224222423,644.403379026404,865.739493775063,695.660440418755,679.848735896002,743.876405327525,587.088456381265,744.979078459613,711.575923460304
"ENSMUSG00000000562",1.33137406623365,3.66100797035164,1.31581400939462,1.58852849489335,0.902846141574945,1.15270386746347,1.37563553640757,0,0
"ENSMUSG00000000563",7948.48423091526,6555.43332310192,7654.55771533869,7213.08476471146,7564.78881560071,6360.34505312733,6689.44030856697,8291.33232971112,8926.67860658889
"ENSMUSG00000000567",189.943974948143,127.484844164138,183.620800494916,106.64258127864,99.9990843567156,76.3855157641813,75.5110844195751,97.2639334512012,100.460439815562
"ENSMUSG00000000568",1672.42091510246,1786.63697253598,1708.21759861741,1528.87425743311,1586.23578477669,1928.76463776225,1845.67270507,1554.3157915459,1658.53219333069
"ENSMUSG00000000579",57.7030700616467,35.4946396640012,22.2004885859207,20.6352733026371,56.5641660875742,32.0302000984121,49.4935916722338,45.7861781650029,50.3521199757756
"ENSMUSG00000000581",961.484495793966,916.390188831684,970.167006371315,744.152418208473,1067.40549886207,753.358851853285,834.383132550009,978.904719859148,1021.57196916605
"ENSMUSG00000000594",3822.75224306131,3006.35901483873,4031.45109896518,3643.95688493632,3464.04595500338,3288.17179387376,4230.7478048096,4867.61774227159,4933.08595957381
"ENSMUSG00000000600",559.230687912109,626.436261971439,649.295960774064,594.311244168818,465.395534745415,651.236641553294,592.612909101358,531.717691526153,608.719415727271
"ENSMUSG00000000605",1944.71619123405,1995.28290425576,1758.29424671344,1982.58320346078,1993.09345952341,1845.3753155883,1897.69431249821,1980.29994971338,2119.92320348441
"ENSMUSG00000000617",0,2.18677531758443,1.02415142134211,1.00443100470748,1.93858175489853,6.19809056131469,0.815033907567991,0,0.733211273036657
"ENSMUSG00000000627",1.56540463039686,10.4660502920349,0.773554703853569,10.3434510285871,2.92847132573677,3.38831891308413,2.4060009761218,2.50041781506163,0
"ENSMUSG00000000628",112.043023454175,70.1393994571849,63.7827139808424,162.998697215914,75.8238450945812,146.702606039495,200.508147318275,22.7217808803167,36.6247567262024
"ENSMUSG00000000631",3933.55890868862,3595.32253018678,3236.99088639361,3403.94312611228,3673.25172235722,3192.52872099582,3602.03557993412,3252.59973779468,3764.72644915328
"ENSMUSG00000000673",14524.6796364817,11787.3157297673,15511.7434806349,15162.1238488552,12514.211914581,12931.3575701291,13480.3960725995,17295.6672423649,17000.6366180892
"ENSMUSG00000000682",299.935212810089,397.686828561067,282.069883715253,232.376359458942,301.972700186716,660.583806791543,335.015381579237,128.195877273433,114.832435990326
"ENSMUSG00000000686",1427.06598776297,1240.99995726303,1274.69331192499,1400.48610167342,1246.40765716546,827.628831121879,1006.78985662124,1311.21491990162,1232.96824369807
"ENSMUSG00000000690",5.52130855578332,7.29320660558976,4.49361183091534,9.91594274252734,11.3009915673089,7.87315486747075,7.64702721413484,1.21041284572079,2.0955601883476
"ENSMUSG00000000693",92.9084203275391,143.470012974219,91.3524807042981,49.8364925281308,65.9672683727063,110.793861452074,44.0254088991218,101.798828049576,50.8212435508577
"ENSMUSG00000000708",2828.94009823403,2678.63792678662,2832.26110764082,2825.17286302066,2272.65373636239,2831.41865979684,3215.00777952878,2836.05466422805,2930.74029981658
"ENSMUSG00000000711",3092.74355499266,3121.16758970707,3333.17923778802,4068.16424047009,3492.88648557796,3489.43093655966,3650.76249540188,3827.32308619354,3966.20169557636
"ENSMUSG00000000731",2.90990646189612,0.935528626220411,0,0.564073318093079,0,4.95046942401712,0,0,0
"ENSMUSG00000000732",47.9208027746364,61.8853959201075,68.7728016956834,53.2923608934878,50.835827289381,150.266665101701,58.3552718072794,35.5894072576465,36.7771445287655
"ENSMUSG00000000738",847.830164044906,986.782191851139,983.857173590145,1226.39141961745,1210.71862165628,1035.48640476139,1070.39205257128,1231.63211924583,1266.39533294995
"ENSMUSG00000000739",121.423258028525,133.851594019725,87.3433075770532,109.293637266479,150.032017971799,96.1288861562257,161.537485803237,59.7764687724882,50.3181378638754
"ENSMUSG00000000740",4277.34889828611,3684.9098317762,4513.74369099472,2702.67080417014,3727.74227689135,2713.084155172,2489.84744829586,2814.81476376457,2849.03720896261
"ENSMUSG00000000743",1452.81653411851,1585.60915339785,1541.86198090411,1680.7213611342,1746.61004621691,1474.17026774438,1510.76534425769,1964.06965224065,1758.63032936248
"ENSMUSG00000000751",644.861916121601,781.565555013061,844.453712388386,922.727762965152,886.864233022043,839.155657796638,870.857373574028,839.07383391916,793.964801283362
"ENSMUSG00000000753",18386.5918344329,14921.5902824196,18521.8379401467,18885.9956026661,18073.1677308098,14126.4098864604,17343.0774524101,20004.7011081623,20455.2671089329
"ENSMUSG00000000759",599.96903037784,424.49550235731,434.009449999138,536.498575098934,534.065559522121,643.362361809258,605.214438252374,429.805851936236,483.277168539518
