Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Library,Experiment
MGI_Mammalian_Phenotype_Level_4_2024,Decreased Insulin Secretion MP:0003059,2/102,0.0046090529183839,0.0802412387650758,0,0,22.08888888888889,118.83232192165296,ADIPOQ;MYRIP,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Monocyte Morphology MP:0002620,1/7,0.0069799958941807,0.0802412387650758,0,0,175.21052631578948,869.8689177892479,CCL7,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Decreased Vestibular Hair Cell Stereocilia Number MP:0004517,1/7,0.0069799958941807,0.0802412387650758,0,0,175.21052631578948,869.8689177892479,CIB3,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Adrenal Gland Zona Fasciculata Morphology MP:0008294,1/8,0.0079733565142536,0.0802412387650758,0,0,150.17293233082708,725.5830081396662,CYP11A1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Retrolental Blood MP:0014087,1/9,0.0089657734963174,0.0802412387650758,0,0,131.39473684210526,619.439581424405,CYP11A1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Increased Circulating Adrenocorticotropin Level MP:0001748,1/12,0.0119373705403343,0.0802412387650758,0,0,95.54545454545456,423.0830518492731,CYP11A1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Increased Core Body Temperature MP:0011016,1/13,0.0129260209528938,0.0802412387650758,0,0,87.57894736842105,380.8381798737429,ADIPOQ,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Hemoglobin MP:0001588,1/13,0.0129260209528938,0.0802412387650758,0,0,87.57894736842105,380.8381798737429,SCN2A,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Inguinal Fat Pad Morphology MP:0005336,1/13,0.0129260209528938,0.0802412387650758,0,0,87.57894736842105,380.8381798737429,ADIPOQ,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Decreased Susceptibility To Induced Hypothermia MP:0020523,1/13,0.0129260209528938,0.0802412387650758,0,0,87.57894736842105,380.8381798737429,ADIPOQ,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Corticosterone Level MP:0003963,1/13,0.0129260209528938,0.0802412387650758,0,0,87.57894736842105,380.8381798737429,CYP11A1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Decreased Circulating Aldosterone Level MP:0002667,1/13,0.0129260209528938,0.0802412387650758,0,0,87.57894736842105,380.8381798737429,CYP11A1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Vas Deferens Morphology MP:0002769,1/14,0.01391373176082,0.0802412387650758,0,0,80.83805668016194,345.57291333057793,CYP11A1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Increased Noradrenaline Level MP:0012575,1/14,0.01391373176082,0.0802412387650758,0,0,80.83805668016194,345.57291333057793,ADIPOQ,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Dilated Bile Duct MP:0003253,1/15,0.0149005037888985,0.0802412387650758,0,0,75.06015037593986,315.7300332957057,CYP11A1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Epididymis Epithelium Morphology MP:0004933,1/15,0.0149005037888985,0.0802412387650758,0,0,75.06015037593986,315.7300332957057,CYP11A1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Energy Homeostasis MP:0005448,1/16,0.0158863378646896,0.0802412387650758,0,0,70.05263157894737,290.1787210723924,ADIPOQ,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Decreased Fibroblast Apoptosis MP:0013502,1/16,0.0158863378646896,0.0802412387650758,0,0,70.05263157894737,290.1787210723924,BUB1,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
Mouse_Gene_Atlas,osteoclasts,1/110,0.1044845651566293,0.5643513882857075,0,0,9.594881699662,21.67211204877382,BUB1,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,ovary,1/153,0.1424373812642738,0.5643513882857075,0,0,6.865650969529086,13.380143154067955,CYP11A1,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,macrophage bone marrow 6hr LPS,2/730,0.1644038001166013,0.5643513882857075,0,0,2.9383394383394386,5.304965236484359,CCL12;CCL7,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,adipose white,1/199,0.1813443049449992,0.5643513882857075,0,0,5.258373205741627,8.977924599699485,ADIPOQ,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,umbilical cord,1/208,0.1887577386701542,0.5643513882857075,0,0,5.02745995423341,8.382238192173734,MUC16,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,adrenal gland,1/245,0.2185704849775349,0.5643513882857075,0,0,4.257118205349439,6.473572881408745,CYP11A1,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,pituitary,1/294,0.2564531517383775,0.5643513882857075,0,0,3.536375067361236,4.812331992773296,TRIM66,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,macrophage bone marrow 2hr LPS,1/365,0.3082617749549645,0.5643513882857075,0,0,2.8363215731636786,3.337800070227356,CCL7,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,intestine large,1/374,0.3145786454186745,0.5643513882857075,0,0,2.7666149287427686,3.199648732056059,CDHR2,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,thymocyte DP CD4+CD8+,1/410,0.3393023619349494,0.5643513882857075,0,0,2.5184660918800668,2.722118442439176,CYP11A1,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,bone marrow,1/413,0.3413239727519089,0.5643513882857075,0,0,2.4997445068983137,2.6870333295541804,ORC1,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,adipose brown,1/456,0.3696623813155064,0.5643513882857075,0,0,2.2585309427414693,2.2476113359998484,ADIPOQ,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,intestine small,1/466,0.376084665533411,0.5643513882857075,0,0,2.208828522920204,2.160103945043438,CDHR2,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,retinal pigment epithelium,1/473,0.3805432247125128,0.5643513882857075,0,0,2.1752899197145408,2.101668338217164,MYRIP,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,mast cells,1/515,0.4066654978228012,0.5643513882857075,0,0,1.9932418595125947,1.7934478746937177,CYP11A1,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,kidney,1/554,0.4299820101224438,0.5643513882857075,0,0,1.8489578376320548,1.5605424325256798,MIOX,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,embryonic stem line V26 2 p16,1/728,0.5238097453490451,0.6441980383861075,0,0,1.3938318974878738,0.901288978748826,ORC1,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,eyecup,1/828,0.5708877253828453,0.6441980383861075,0,0,1.218927003118437,0.6832850323404875,CAPN12,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,embryonic stem line Bruce4 p13,1/876,0.5918813108838149,0.6441980383861075,0,0,1.149172932330827,0.6026827705179115,ORC1,Mouse_Gene_Atlas,RR1_all_noninv
Mouse_Gene_Atlas,liver,1/928,0.6135219413201023,0.6441980383861075,0,0,1.0817577925396014,0.5284811420528013,CIB3,Mouse_Gene_Atlas,RR1_all_noninv
