Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Strain]	Term Source REF	Term Accession Number	Characteristics[Animal Source]	Characteristics[Sex]	Term Source REF	Term Accession Number	Characteristics[Age at Launch]	Unit	Term Source REF	Term Accession Number	Characteristics[Material Type]	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Space Mission]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Habitat]	Parameter Value[treatment]	Term Source REF	Term Accession Number	Parameter Value[duration]	Unit	Term Source REF	Term Accession Number	Parameter Value[Euthanasia Method]	Term Source REF	Term Accession Number	Parameter Value[Source Storage Method]	Term Source REF	Term Accession Number	Parameter Value[light cycle]	Parameter Value[Diet]	Term Source REF	Term Accession Number	Parameter Value[Feeding Schedule]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number	Comment[Sample Name Description]	Comment[Original Submitted Sample Name]	Protocol REF	Parameter Value[vehicle]	Term Source REF	Term Accession Number	Parameter Value[absorbed radiation dose]	Unit	Term Source REF	Term Accession Number	Parameter Value[absorbed radiation dose rate]	Unit	Term Source REF	Term Accession Number	Parameter Value[exposure duration]	Unit	Term Source REF	Term Accession Number	Parameter Value[ionizing radiation categorized by source]	Term Source REF	Term Accession Number	Parameter Value[ionizing radiation]	Term Source REF	Term Accession Number
RR1_GC_M38	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep3_M38	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Ground Control			SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Ground Control_Mouse38_Liver	RR1_GC_M38_LVR	radiation dosimetry	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660	non-irradiated	RBO	http://purl.obolibrary.org/obo/RBO_00005025
RR1_GC_M39	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep4_M39	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Ground Control			SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Ground Control_Mouse39_Liver	RR1_GC_M39_LVR	radiation dosimetry	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660	non-irradiated	RBO	http://purl.obolibrary.org/obo/RBO_00005025
RR1_GC_M40	Mmus_C57-6J_LVR_RR1_GC_noERCC_Rep5_M40	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Ground Control			SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Ground Control_Mouse40_Liver	RR1_GC_M40_LVR	radiation dosimetry	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660	non-irradiated	RBO	http://purl.obolibrary.org/obo/RBO_00005025
RR1_FLT_M25	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep1_M25	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse25_Liver	RR1_FLT_M25_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M26	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep2_M26	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse26_Liver	RR1_FLT_M26_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M28	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep3_M28	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse28_Liver	RR1_FLT_M28_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M29	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep4_M29	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse29_Liver	RR1_FLT_M29_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M30	Mmus_C57-6J_LVR_RR1_FLT_wERCC_Rep5_M30	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse30_Liver	RR1_FLT_M30_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M25	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep1_M25	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse25_Liver	RR1_FLT_M25_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M26	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep2_M26	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse26_Liver	RR1_FLT_M26_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M28	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep3_M28	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse28_Liver	RR1_FLT_M28_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M29	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep4_M29	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse29_Liver	RR1_FLT_M29_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR1_FLT_M30	Mmus_C57-6J_LVR_RR1_FLT_noERCC_Rep5_M30	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	16	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Space Flight	MESH	http://purl.bioontology.org/ontology/MESH/D013026	SpaceX-4 (RR1)			Animal Husbandry	Rodent Habitat	Non-treated			37	day	UO	http://purl.obolibrary.org/obo/UO_0000033	Euthasol	RXNORM	http://purl.bioontology.org/ontology/RXNORM/1100450	Mini Cold Bag to -80C freezer			12 h light/dark cycle	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Flight_Mouse30_Liver	RR1_FLT_M30_LVR	radiation dosimetry	ISS-US Laboratory	RBO	http://purl.obolibrary.org/obo/RBO_00000040	7.752	milligray	UO	http://purl.obolibrary.org/obo/UO_0000142	0.204	milligray per day	RBO	http://purl.obolibrary.org/obo/UO_0010063	38	day	UO	http://purl.obolibrary.org/obo/UO_0000033	outer space	RBO	http://purl.obolibrary.org/obo/ENVO_01000637	space radiation	RBO	http://purl.obolibrary.org/obo/RBO_00000002
RR3_BSL_B2	Mmus_BAL-TAL_LVR_RR3_BSL_wERCC_Rep1_B2	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/c	EFO	http://www.ebi.ac.uk/efo/EFO_0000602	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Basal Control			SpaceX-8 (RR3)			Animal Husbandry	Vivarium Cage	Sham treated (control Ig-G injection)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	ketamine/xylazine/acepromazine			Mini Cold Bag to -80C freezer			12 h light/dark cycle (lights on: 0700-1900 GMT)	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Basal Mouse 2 Liver	RR3_BSL_B2_LVR	radiation dosimetry	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660	non-irradiated	RBO	http://purl.obolibrary.org/obo/RBO_00005025
RR3_BSL_B4	Mmus_BAL-TAL_LVR_RR3_BSL_wERCC_Rep2_B4	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/c	EFO	http://www.ebi.ac.uk/efo/EFO_0000602	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Basal Control			SpaceX-8 (RR3)			Animal Husbandry	Vivarium Cage	Sham treated (control Ig-G injection)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	ketamine/xylazine/acepromazine			Mini Cold Bag to -80C freezer			12 h light/dark cycle (lights on: 0700-1900 GMT)	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Basal Mouse 4 Liver	RR3_BSL_B4_LVR	radiation dosimetry	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660	non-irradiated	RBO	http://purl.obolibrary.org/obo/RBO_00005025
RR3_BSL_B6	Mmus_BAL-TAL_LVR_RR3_BSL_wERCC_Rep3_B6	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/c	EFO	http://www.ebi.ac.uk/efo/EFO_0000602	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Basal Control			SpaceX-8 (RR3)			Animal Husbandry	Vivarium Cage	Sham treated (control Ig-G injection)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	ketamine/xylazine/acepromazine			Mini Cold Bag to -80C freezer			12 h light/dark cycle (lights on: 0700-1900 GMT)	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Basal Mouse 6 Liver	RR3_BSL_B6_LVR	radiation dosimetry	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660	non-irradiated	RBO	http://purl.obolibrary.org/obo/RBO_00005025
RR3_BSL_B7	Mmus_BAL-TAL_LVR_RR3_BSL_wERCC_Rep4_B7	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/c	EFO	http://www.ebi.ac.uk/efo/EFO_0000602	Jackson Laboratory	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Liver	MESH	http://purl.bioontology.org/ontology/MESH/D008099	Basal Control			SpaceX-8 (RR3)			Animal Husbandry	Vivarium Cage	Sham treated (control Ig-G injection)			0	day	UO	http://purl.obolibrary.org/obo/UO_0000033	ketamine/xylazine/acepromazine			Mini Cold Bag to -80C freezer			12 h light/dark cycle (lights on: 0700-1900 GMT)	Nutrient Upgraded Rodent Food Bar (NuRFB)			ad libitum			Sample Collection	Liquid Nitrogen	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	Basal Mouse 7 Liver	RR3_BSL_B7_LVR	radiation dosimetry	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/		Not applicable	GLDS	https://genelab-data.ndc.nasa.gov/	Not Applicable	NCIT	http://purl.obolibrary.org/obo/NCIT_C48660	non-irradiated	RBO	http://purl.obolibrary.org/obo/RBO_00005025
